n lon lat
397 139.7706257 35.6748489
398 139.763442 35.6821539
399 139.7629819 35.6807344
400 139.7712313 35.680811
401 139.7743788 35.684764
402 139.7745589 35.6747592
403 139.7735454 35.6873551
404 139.7764995 35.6872264
405 139.7712572 35.6808582
406 139.7780577 35.6875754
407 139.7642465 35.6777211
408 139.7756217 35.6776138
409 139.7632764 35.6816596
410 139.7772421 35.6872325
411 139.7639623 35.6736576
412 139.7725687 35.6831301
413 139.7705547 35.6798516
414 139.7669992 35.6770152
415 139.7813208 35.6814763
416 139.7833715 35.6896019
417 139.7643804 35.6803987
418 139.7703698 35.677099
419 139.7784836 35.687583
420 139.7746026 35.6847438
421 139.7692445 35.6882053
422 139.7636362 35.6873027
423 139.7806475 35.6841451
424 139.7729927 35.6826775
425 139.7640049 35.6784092
426 139.7716727 35.67487
427 139.7753593 35.6824022
428 139.7631153 35.6745805
429 139.7729816 35.6839223
430 139.7700395 35.6740898
431 139.767634 35.6841456
432 139.7711409 35.6834079
433 139.7679219 35.6738355
434 139.7714929 35.6851825
435 139.7665313 35.6746232
436 139.7661057 35.6735367
437 139.7780156 35.6819437
438 139.7709001 35.6796046
439 139.7786869 35.6860901
440 139.7654457 35.6791056
441 139.7758186 35.6741566
442 139.7729379 35.6833509
443 139.7772237 35.675526
444 139.7647384 35.6816313
445 139.7633639 35.6739223
446 139.7745945 35.6864751
447 139.7669774 35.6743262
448 139.767924 35.6784218
449 139.7716464 35.6736459
450 139.7746652 35.6807601
451 139.7710717 35.6808779
452 139.7645665 35.6744147
453 139.7780293 35.6806543
454 139.7708488 35.6752037
455 139.7805889 35.6862536
456 139.7761415 35.6819266
457 139.7667444 35.6746243
458 139.7797838 35.686423
459 139.7742935 35.6734622
460 139.7755591 35.6845674
461 139.7686033 35.6730321
462 139.7807529 35.6834598
463 139.7693035 35.680953
464 139.7760983 35.6793594
465 139.7775832 35.6873832
466 139.7658351 35.6845912
467 139.7704332 35.6744221
468 139.7706625 35.674803
469 139.7667608 35.6846791
470 139.7749989 35.6791538
471 139.7700712 35.6741581
472 139.7735789 35.6784256
473 139.7756165 35.6852085
474 139.7658233 35.6865826
475 139.7783409 35.6773085
476 139.7723259 35.6812381
477 139.7747538 35.6836032
478 139.7651036 35.6740999
479 139.7671282 35.6769948
480 139.7739083 35.6826564
481 139.7691691 35.6801164
482 139.7761391 35.6773192
483 139.7749263 35.680593
484 139.777438 35.6782413
485 139.7744242 35.6842946
486 139.7703011 35.6812
487 139.7777961 35.6741598
488 139.7798931 35.685342
489 139.7805511 35.6755044
490 139.7751745 35.680983
491 139.7706214 35.6764857
492 139.773881 35.686501
493 139.777433 35.6770722
494 139.766489 35.6732723
495 139.7659016 35.6859488
496 139.7716203 35.6752228
497 139.7741923 35.673281
498 139.7760843 35.6860222
499 139.7785384 35.6734666
500 139.7812245 35.6748407
501 139.7722692 35.6809266
502 139.7741219 35.6862039
503 139.7733877 35.6792372
504 139.7770181 35.6788153
505 139.7813868 35.6828821
506 139.7730091 35.678649
507 139.7717789 35.6811255
508 139.7800594 35.6799163
509 139.7670357 35.6744178
510 139.7739357 35.6826031
511 139.7775622 35.6874349
512 139.7704619 35.6816671
513 139.7691693 35.6754808
514 139.7663179 35.6863893
515 139.7713465 35.6792295
516 139.7674578 35.6741162
517 139.764786 35.6825128
518 139.7647102 35.6816959
519 139.7732277 35.6818089
520 139.7767491 35.6759949
521 139.7800179 35.6801331
522 139.7765126 35.6814734
523 139.7689493 35.6860788
524 139.7808515 35.6765358
525 139.7789508 35.6794524
526 139.7689145 35.6839133
527 139.7761575 35.6775839
528 139.7637464 35.6793406
529 139.7815745 35.6775541
530 139.7681935 35.6748876
531 139.7661971 35.6859877
532 139.7707774 35.683797
533 139.7731286 35.6795619
534 139.7739701 35.6757663
535 139.7659501 35.6860026
536 139.7656352 35.6811126
537 139.7783124 35.6765974
538 139.7787425 35.6758662
539 139.7670966 35.6771702
540 139.7755442 35.6765002
541 139.7753108 35.682423
542 139.7736823 35.683054
543 139.7682659 35.6861938
544 139.7645706 35.684864
545 139.7757653 35.6802436
546 139.7805947 35.6807704
547 139.7809899 35.6856125
548 139.778066 35.6807184
549 139.7743417 35.6810122
550 139.7757004 35.6777583
551 139.7741219 35.6834465
552 139.7642168 35.6804666
553 139.7636382 35.6853517
554 139.7747331 35.6843649
555 139.771751 35.6739499
556 139.7746567 35.6752165
557 139.7712759 35.6788607
558 139.7642587 35.6840993
559 139.767964 35.6759159
560 139.7827713 35.6843759
561 139.7626506 35.6841865
562 139.7729246 35.683934
563 139.7732982 35.679937
564 139.7639015 35.6794098
565 139.7643896 35.6735902
566 139.7777436 35.6775689
567 139.772037 35.6824156
568 139.7741702 35.6854754
569 139.7787023 35.6777463
570 139.7727627 35.6782404
571 139.7710074 35.678125
572 139.781669 35.6812784
573 139.7690935 35.6836259
574 139.7766534 35.6758425
575 139.7745128 35.6835585
576 139.7665021 35.6766738
577 139.7718187 35.6874274
578 139.7665864 35.6864331
579 139.7706802 35.6834561
580 139.7654142 35.6802779
581 139.7752345 35.686227
582 139.7744435 35.6848051
583 139.7655856 35.6808241
584 139.7804287 35.6835726
585 139.7775394 35.6754895
586 139.7726621 35.68303
587 139.7786949 35.6763865
588 139.7786143 35.6771966
589 139.7823282 35.6828304
590 139.7696364 35.6735094
591 139.7765422 35.6870776
592 139.7744194 35.6854996
593 139.7754052 35.6808993
594 139.7709017 35.6778488
595 139.7743415 35.6845413
596 139.7752936 35.685774
597 139.7695242 35.6764275
598 139.7659352 35.6752533
599 139.7695305 35.6742732
600 139.7748033 35.684479
601 139.7699959 35.6740603
602 139.7682464 35.6735728
603 139.7635742 35.6756519
604 139.7735917 35.6874343
605 139.770082 35.6873569
606 139.7778641 35.6766824
607 139.7806421 35.6760337
608 139.7733359 35.6775143
609 139.7689585 35.6747266
610 139.7695363 35.681597
611 139.7717543 35.6748383
612 139.7716712 35.673699
613 139.7657091 35.6738371
614 139.7744504 35.6851651
615 139.7642868 35.6814606
616 139.7765456 35.6897368
617 139.7634332 35.6869282
618 139.763029 35.6840318
619 139.7722706 35.6826487
620 139.7785615 35.6775293
621 139.7758711 35.6814712
622 139.7661119 35.6861647
623 139.7640397 35.686882
624 139.766 35.6861833
625 139.7743953 35.6747832
626 139.7768234 35.6871946
627 139.7726671 35.6834588
628 139.7770387 35.677878
629 139.7745296 35.6849057
630 139.7713601 35.6855052
631 139.7715195 35.6849675
632 139.7733623 35.6804105
633 139.7750974 35.677742
634 139.7686367 35.6748128
635 139.7759676 35.6818089
636 139.7725963 35.6761999
637 139.7686889 35.6808107
638 139.7810119 35.6834064
639 139.7712755 35.6792856
640 139.769224 35.6812416
641 139.7631257 35.6855727
642 139.7794903 35.6763662
643 139.7691615 35.6860049
644 139.7736319 35.68249
645 139.7765687 35.6826093
646 139.7718602 35.6768282
647 139.7643978 35.6813563
648 139.7718476 35.6801828
649 139.7735514 35.6820778
650 139.7812041 35.675929
651 139.7643724 35.6755087
652 139.7670898 35.6743661
653 139.7744539 35.6844822
654 139.7817062 35.682509
655 139.7648761 35.6742799
656 139.7758424 35.6745585
657 139.7652483 35.6838734
658 139.7629769 35.6748059
659 139.7672377 35.6844715
660 139.766682 35.6740568
661 139.7808893 35.682862
662 139.7691518 35.6807095
663 139.7763232 35.6741457
664 139.7748901 35.6811017
665 139.7711315 35.6837449
666 139.7777394 35.6883223
667 139.7697642 35.6760118
668 139.7670041 35.6820705
669 139.7676047 35.6751884
670 139.7719956 35.6743575
671 139.770086 35.6835355
672 139.7767415 35.6849889
673 139.7643174 35.6734904
674 139.778981 35.6816063
675 139.7781455 35.6768547
676 139.7636722 35.6860368
677 139.7681387 35.6743216
678 139.7799806 35.687323
679 139.7660503 35.6734517
680 139.7751636 35.6820963
681 139.7736805 35.6866234
682 139.7726808 35.6768729
683 139.7712671 35.6829202
684 139.781245 35.6793028
685 139.7657014 35.673762
686 139.7638272 35.6791846
687 139.771049 35.6853885
688 139.765715 35.6736855
689 139.7737195 35.6770332
690 139.7633763 35.6816331
691 139.7816979 35.6826446
692 139.7734283 35.6837787
693 139.7808253 35.6859548
694 139.7730553 35.6792648
695 139.7631445 35.680603
696 139.7727193 35.6770033
697 139.77601 35.6774593
698 139.7692274 35.6862447
699 139.7810466 35.6776559
700 139.7660124 35.6862915
701 139.7679244 35.6737532
702 139.7704381 35.6871488
703 139.7734956 35.6782818
704 139.7757267 35.6812508
705 139.7670941 35.6844646
706 139.7730772 35.6786223
707 139.7658253 35.6752629
708 139.7796415 35.6746654
709 139.7659407 35.6848632
710 139.7663736 35.6847669
711 139.7747971 35.6754493
712 139.7798653 35.6745957
713 139.7721952 35.6734449
714 139.7764399 35.6870571
715 139.7628665 35.6836339
716 139.7634615 35.6870446
717 139.7816048 35.6756245
718 139.777932 35.6761423
719 139.7751109 35.6872817
720 139.7753422 35.6795896
721 139.7733048 35.6747845
722 139.7633548 35.6854817
723 139.7751733 35.6777226
724 139.7730976 35.678895
725 139.7627016 35.6727518
726 139.7671119 35.6752013
727 139.7703341 35.6769438
728 139.7632815 35.6854936
729 139.774395 35.6855615
730 139.7658908 35.6867242
731 139.7651042 35.6774681
732 139.7752033 35.6873108
733 139.7760111 35.684822
734 139.7674579 35.6842316
735 139.7720047 35.6832869
736 139.7680772 35.6735875
737 139.7714411 35.6791146
738 139.776957 35.6788381
739 139.7708316 35.6741881
740 139.7800533 35.6799319
741 139.7720634 35.6780434
742 139.7692429 35.6800285
743 139.7814093 35.6783878
744 139.7645481 35.674498
745 139.767187 35.6801377
746 139.7817303 35.6860714
747 139.763123 35.6805344
748 139.778716 35.6850384
749 139.7654308 35.6740169
750 139.7740633 35.686102
751 139.7676272 35.6842802
752 139.7766214 35.6824891
753 139.7743553 35.6825109
754 139.7713007 35.6855874
755 139.7699633 35.6767648
756 139.7631856 35.685309
757 139.7663474 35.6732445
758 139.7634069 35.6859288
759 139.76412 35.687653
760 139.7743588 35.6745429
761 139.7792517 35.6819817
762 139.7685583 35.673369
763 139.7732369 35.6836832
764 139.7775195 35.683555
765 139.7809454 35.6746703
766 139.7729383 35.6837531
767 139.7789552 35.6781509
768 139.7752766 35.6760811
769 139.766786 35.6773472
770 139.7803725 35.6798777
771 139.7778479 35.6858436
772 139.7647549 35.6817112
773 139.7727556 35.6812429
774 139.7641275 35.680083
775 139.7629358 35.6838835
776 139.7800764 35.6800062
777 139.7777952 35.6741215
778 139.7755772 35.6800892
779 139.7633184 35.6817709
780 139.7716286 35.6735959
781 139.7802904 35.6798398
782 139.7697871 35.6741653
783 139.7754603 35.685391
784 139.774324 35.6824428
785 139.7721882 35.6755813
786 139.7768031 35.6848556
787 139.7731444 35.6795838
788 139.7736396 35.682503
789 139.7695147 35.6757254
790 139.7635665 35.6869074
791 139.7647304 35.6824793
792 139.7643535 35.6803146
793 139.7652417 35.6776542
794 139.7747895 35.6762867
795 139.7766494 35.6834767
796 139.7791767 35.6878822
797 139.7733532 35.6874109
798 139.7647503 35.6816893
799 139.7701784 35.6772591
800 139.7756593 35.6776991
801 139.7755691 35.6863218
802 139.7634056 35.6780172
803 139.777191 35.6812842
804 139.7747859 35.6797648
805 139.7671353 35.6742266
806 139.7689856 35.6861808
807 139.7634856 35.6756711
808 139.7646809 35.6728592
809 139.7755927 35.6854328
810 139.7645038 35.6744368
811 139.7784948 35.6848347
812 139.769261 35.6861778
813 139.773616 35.6825909
814 139.7693676 35.6834307
815 139.7785082 35.6760686
816 139.7798509 35.6797198
817 139.7819005 35.6745701
818 139.7698097 35.6760368
819 139.779176 35.6808697
820 139.7724963 35.6808335
821 139.7733464 35.6827625
822 139.7787257 35.6815996
823 139.7651453 35.6802118
824 139.7729188 35.6834302
825 139.7672907 35.6840522
826 139.7725588 35.6751562
827 139.7635506 35.6869792
828 139.7743589 35.68083
829 139.7701945 35.6798221
830 139.7761774 35.6879811
831 139.7797726 35.6778199
832 139.7639735 35.683179
833 139.7714689 35.674973
834 139.7723941 35.6794826
835 139.771938 35.6792739
836 139.7690943 35.6753669
837 139.7695118 35.6818488
838 139.7729174 35.6815004
839 139.7786558 35.6744816
840 139.7682753 35.6788013
841 139.7714327 35.6775303
842 139.7706872 35.6779395
843 139.7682601 35.6862231
844 139.7715318 35.6752536
845 139.7769593 35.6832895
846 139.7733886 35.6774929
847 139.778162 35.6766422
848 139.7730887 35.6771368
849 139.7646024 35.6815023
850 139.7750513 35.6767076
851 139.7675127 35.6742207
852 139.7691887 35.6809218
853 139.7785104 35.6745031
854 139.7803677 35.6837217
855 139.7729353 35.6848749
856 139.7817829 35.6754877
857 139.7782325 35.6788943
858 139.7615479 35.6760893
859 139.777119 35.67457
860 139.7660144 35.6867323
861 139.7744265 35.681152
862 139.7667232 35.6813345
863 139.7740107 35.681561
864 139.7733275 35.6780085
865 139.7787981 35.6804199
866 139.7703688 35.6797479
867 139.7712988 35.6740966
868 139.7649403 35.6778688
869 139.7756467 35.6759593
870 139.7745915 35.6834457
871 139.7755912 35.6764538
872 139.7696808 35.6810239
873 139.7655057 35.6751976
874 139.7749354 35.6753999
875 139.7650187 35.6802514
876 139.7651812 35.6774786
877 139.7806621 35.6836467
878 139.7804397 35.6762287
879 139.7770966 35.6814594
880 139.7694351 35.6836131
881 139.7774109 35.6830379
882 139.7660545 35.6755969
883 139.7723732 35.6794514
884 139.7650619 35.6776935
885 139.7812961 35.6814328
886 139.7775182 35.6836077
887 139.7632992 35.6816545
888 139.7739471 35.6782045
889 139.7790136 35.6778341
890 139.7763564 35.6747021
891 139.7784032 35.6770165
892 139.7814284 35.674907
893 139.765516 35.6809073
894 139.7710997 35.6737583
895 139.7613164 35.6857403
896 139.778714 35.6746106
897 139.7728791 35.6812074
898 139.7680176 35.6789049
899 139.764045 35.6798373
900 139.7740334 35.6864121
901 139.7681557 35.6748991
902 139.7663455 35.6758277
903 139.7741815 35.6795675
904 139.77611 35.6826568
905 139.7734998 35.6766837
906 139.770424 35.6747156
907 139.7764138 35.673381
908 139.7762551 35.6733583
909 139.7768453 35.683595
910 139.7694605 35.6839087
911 139.7705621 35.67384
912 139.7794005 35.6788647
913 139.7742852 35.6746967
914 139.7641702 35.6814614
915 139.7771204 35.6847598
916 139.764678 35.6850009
917 139.7786216 35.6849256
918 139.7772991 35.6827295
919 139.7812116 35.6815442
920 139.7750082 35.6804144
921 139.7799694 35.6800645
922 139.7798648 35.6799167
923 139.7654893 35.6846176
924 139.7814036 35.6794336
925 139.7733858 35.681818
926 139.7738808 35.6861325
927 139.7734209 35.6783059
928 139.7693618 35.6762208
929 139.7746122 35.686423
930 139.7787079 35.6775044
931 139.7805641 35.6883031
932 139.7660585 35.686174
933 139.7707577 35.6786064
934 139.7632194 35.6853917
935 139.7742672 35.6837413
936 139.7792081 35.6781658
937 139.7817949 35.6790086
938 139.7668412 35.6744193
939 139.7660951 35.6823921
940 139.7750825 35.6810221
941 139.7652409 35.6828337
942 139.7704006 35.6797051
943 139.7740987 35.6734747
944 139.7816321 35.6744038
945 139.7772675 35.6754162
946 139.775316 35.6853454
947 139.7779265 35.6903636
948 139.7744835 35.6781879
949 139.7694043 35.6837966
950 139.7724892 35.6831594
951 139.7802496 35.6837933
952 139.7659236 35.675237
953 139.7810488 35.676048
954 139.7699024 35.6819822
955 139.7745316 35.6836718
956 139.7642181 35.6800615
957 139.7699196 35.6776029
958 139.7748612 35.6788045
959 139.7752311 35.6753009
960 139.7630093 35.6769728
961 139.7739146 35.6829613
962 139.7713424 35.6813067
963 139.7629033 35.6805708
964 139.7760505 35.681774
965 139.7806377 35.6796316
966 139.7626105 35.6731336
967 139.7691653 35.6728922
968 139.7806101 35.6745748
969 139.7761154 35.6806954
970 139.7780871 35.6789541
971 139.7729783 35.6811583
972 139.767736 35.6844993
973 139.7809643 35.6748995
974 139.7805809 35.6759941
975 139.7654914 35.6805832
976 139.7632276 35.6778847
977 139.7743548 35.6815503
978 139.7634189 35.6868691
979 139.7700323 35.6767364
980 139.7763235 35.6788175
981 139.7662303 35.6873072
982 139.7653142 35.6829858
983 139.7811911 35.6792482
984 139.7703681 35.6799298
985 139.7754218 35.6866761
986 139.7721588 35.6809719
987 139.7707095 35.68619
988 139.7763734 35.6778004
989 139.7786603 35.6741083
990 139.7728448 35.6773871
991 139.7813559 35.6830826
992 139.7784712 35.6807628
993 139.7635267 35.6778188
994 139.7710263 35.6854971
995 139.7703729 35.6758171
996 139.7710921 35.6852703
997 139.7745261 35.6782575
998 139.7761475 35.6864861
999 139.772082 35.6800347
1000 139.7735459 35.6875096
1001 139.7774286 35.6840003
1002 139.7638605 35.6733886
1003 139.7790722 35.6781022
1004 139.7649977 35.6868533
1005 139.7766342 35.6783317
1006 139.7725845 35.6865248
1007 139.7761817 35.6774931
1008 139.7716598 35.6755636
1009 139.7738178 35.686287
1010 139.764199 35.675424
1011 139.7751134 35.6821166
1012 139.7629122 35.6856167
